gene,R1L1Kidney,R1L2Liver,R1L3Kidney,R1L4Liver,R1L6Liver,R1L7Kidney,R1L8Liver,R2L2Kidney,R2L3Liver,R2L6Kidney
ENSG00000169288,86,48,91,44,55,84,44,91,28,84
ENSG00000143801,39,17,63,25,11,64,16,77,22,54
ENSG00000109586,49,9,56,10,6,41,11,60,6,57
ENSG00000143412,77,49,94,47,54,98,39,77,32,86
ENSG00000137944,70,24,66,16,30,62,25,73,24,70
ENSG00000131788,66,28,79,37,30,69,35,85,37,85
ENSG00000116106,50,6,46,2,7,43,2,53,6,54
ENSG00000158161,53,9,65,11,12,47,12,44,6,59
ENSG00000121848,58,33,75,32,21,69,26,71,32,85
ENSG00000171055,80,37,75,30,24,65,32,66,29,83
ENSG00000178950,92,70,108,61,57,87,64,110,73,126
ENSG00000118777,10,55,18,59,58,7,45,7,60,16
ENSG00000138382,56,28,72,23,28,58,15,80,23,64
ENSG00000175792,63,18,63,21,25,56,17,67,22,73
ENSG00000158109,188,204,200,232,230,184,209,200,260,228
ENSG00000138767,103,73,105,78,92,131,69,136,76,97
ENSG00000163702,35,81,40,94,68,36,54,46,96,48
ENSG00000198162,168,230,177,224,203,197,198,155,202,186
ENSG00000151090,104,144,116,183,162,120,134,140,155,134
ENSG00000115234,146,120,155,114,115,147,99,161,114,163
ENSG00000168818,96,73,96,62,56,101,66,115,74,124
ENSG00000143164,172,199,180,218,185,157,194,151,216,164
ENSG00000180228,105,67,110,77,70,91,60,119,60,114
ENSG00000143369,85,43,77,34,44,93,41,81,39,80
ENSG00000066136,88,64,86,63,46,90,42,116,71,96
ENSG00000109576,17,65,16,50,55,14,65,20,60,13
ENSG00000170382,43,3,38,8,3,47,3,60,5,47
ENSG00000169744,73,36,80,36,30,80,36,78,32,77
ENSG00000144730,48,0,48,0,0,46,0,36,0,38
ENSG00000162517,126,71,106,91,72,116,88,134,89,127
ENSG00000125089,48,5,42,1,3,36,4,49,2,54
ENSG00000142611,47,2,37,2,3,44,1,45,4,54
ENSG00000124357,50,17,45,19,18,50,13,61,20,80
ENSG00000144596,45,3,37,0,2,40,4,54,1,48
ENSG00000115073,145,122,161,127,108,154,103,171,120,146
ENSG00000075539,141,100,124,86,112,145,95,135,95,145
ENSG00000163104,90,51,110,50,54,90,54,98,55,84
ENSG00000154174,219,266,241,298,258,260,280,264,286,280
ENSG00000132906,61,22,73,22,28,44,18,78,22,54
ENSG00000168386,70,24,78,36,36,74,23,66,29,72
ENSG00000114026,73,17,40,17,8,57,22,54,23,63
ENSG00000153208,59,28,80,35,33,62,42,88,34,82
ENSG00000145016,67,39,82,43,33,80,26,79,45,85
ENSG00000176020,90,136,91,124,125,89,115,107,152,85
ENSG00000131375,117,70,103,65,72,119,67,96,89,123
ENSG00000063978,92,51,94,41,46,84,46,87,52,92
ENSG00000172845,146,91,123,113,90,110,104,122,78,146
ENSG00000173409,74,30,70,28,26,80,26,72,33,52
ENSG00000115827,80,28,59,21,26,62,25,73,24,56
ENSG00000142748,38,69,35,83,69,40,74,45,102,43
ENSG00000159592,266,298,286,262,304,266,270,290,312,330
ENSG00000143401,175,120,158,141,103,129,113,128,111,148
ENSG00000186715,44,88,44,90,106,57,90,50,84,58
ENSG00000198837,109,77,98,71,69,103,52,123,75,109
ENSG00000175054,93,42,67,41,27,77,27,73,51,74
ENSG00000158473,6,54,4,48,48,4,41,4,42,2
ENSG00000196455,62,49,93,44,42,71,50,101,44,90
ENSG00000159363,57,7,41,15,12,33,10,61,9,60
ENSG00000143436,68,28,76,36,44,59,30,92,34,74
ENSG00000145050,136,192,137,193,191,159,181,150,186,164
ENSG00000119771,50,8,57,4,3,45,5,42,7,44
ENSG00000144468,54,27,75,24,22,66,28,70,22,66
ENSG00000065135,146,129,139,107,111,127,97,152,126,172
ENSG00000027644,37,0,41,0,0,43,0,51,1,40
ENSG00000137960,87,69,105,64,71,114,65,104,61,118
ENSG00000171227,313,288,287,288,278,243,259,300,302,313
ENSG00000197712,56,113,73,82,104,60,101,60,108,64
ENSG00000145029,88,68,105,58,59,100,46,95,58,103
ENSG00000187017,102,138,84,137,112,83,131,108,146,107
ENSG00000198815,139,111,125,112,82,148,107,122,116,160
ENSG00000114054,150,134,182,106,121,147,141,154,144,173
ENSG00000174839,67,24,78,40,30,68,30,64,40,86
ENSG00000174348,8,43,6,48,41,4,48,8,59,6
ENSG00000154822,62,18,72,28,28,64,34,66,38,82
ENSG00000188786,79,47,104,50,48,89,43,73,51,91
ENSG00000163161,95,34,91,60,44,86,57,84,52,90
ENSG00000116954,54,16,53,22,12,59,15,63,22,65
ENSG00000116991,63,32,74,30,33,63,31,81,34,82
ENSG00000163406,42,8,46,3,1,37,3,51,6,52
ENSG00000117153,91,40,90,48,46,64,54,94,38,79
ENSG00000114391,161,118,146,149,122,176,110,156,128,164
ENSG00000058673,110,102,136,101,98,146,96,139,118,156
ENSG00000174502,37,0,43,0,1,38,0,39,1,52
ENSG00000168538,94,52,106,51,52,90,70,98,62,99
ENSG00000138771,102,61,102,68,80,116,60,102,68,114
ENSG00000117751,77,41,99,39,57,63,35,76,47,88
ENSG00000084093,84,70,112,55,54,88,63,104,56,102
ENSG00000117226,83,55,90,63,61,97,48,112,54,94
ENSG00000134086,90,152,122,142,126,120,137,110,160,102
ENSG00000117009,68,95,80,118,106,61,103,71,108,56
ENSG00000109670,64,109,59,78,102,66,98,60,115,65
ENSG00000116667,55,116,77,122,104,70,96,72,108,92
ENSG00000113812,64,21,59,20,27,46,15,67,25,70
ENSG00000203804,13,52,12,56,57,14,51,10,54,13
ENSG00000066056,64,18,53,13,12,53,22,62,32,64
ENSG00000144820,0,36,1,39,39,0,48,1,46,0
ENSG00000117616,278,221,258,235,259,268,232,293,252,265
ENSG00000198399,188,168,202,208,209,224,192,234,175,226
ENSG00000178075,81,58,96,51,56,81,60,100,52,110
ENSG00000162378,109,86,114,86,102,123,65,119,66,120
ENSG00000032389,47,24,49,21,28,66,22,75,29,75
ENSG00000151276,205,186,203,200,198,188,150,213,192,236
ENSG00000083444,210,173,208,164,172,158,157,209,162,188
ENSG00000151694,47,26,62,26,32,68,22,80,31,70
ENSG00000128652,44,0,43,1,0,44,0,35,0,40
ENSG00000072832,45,8,47,8,10,42,7,56,13,57
ENSG00000143183,206,184,209,183,164,194,173,234,220,205
ENSG00000154274,46,100,44,74,91,40,71,61,94,61
ENSG00000172478,63,14,44,6,15,35,10,53,12,54
ENSG00000128050,140,116,178,140,110,154,145,160,154,170
ENSG00000159189,6,44,3,30,41,2,49,7,54,4
ENSG00000116983,28,0,51,2,0,38,3,47,0,37
ENSG00000041802,151,128,172,126,143,178,116,175,143,150
ENSG00000163029,95,120,74,125,112,86,127,72,124,91
ENSG00000130940,36,7,44,4,2,43,4,56,9,45
ENSG00000008300,57,22,57,16,20,64,20,65,22,58
ENSG00000204178,68,112,66,116,90,71,99,70,113,65
ENSG00000198856,45,92,34,76,84,43,70,58,90,46
ENSG00000143196,25,67,27,50,63,18,64,29,74,26
ENSG00000137601,55,35,69,31,21,70,30,86,35,49
ENSG00000143753,83,52,102,78,58,102,46,102,62,81
ENSG00000169299,54,13,58,11,12,50,10,51,19,52
ENSG00000115806,147,205,158,163,145,130,161,155,178,181
ENSG00000185630,36,10,58,6,6,42,5,48,10,47
ENSG00000127054,98,68,108,76,48,77,60,108,78,105
ENSG00000077092,44,9,51,18,17,60,14,58,21,60
ENSG00000183682,52,13,45,7,13,35,9,58,10,54
ENSG00000142694,46,3,50,5,6,26,7,36,9,57
ENSG00000114302,95,78,107,49,54,90,64,104,67,98
ENSG00000163818,56,45,73,33,31,73,26,84,44,75
ENSG00000144635,70,45,66,46,39,87,49,88,47,96
ENSG00000058085,32,7,47,2,4,39,8,54,3,44
ENSG00000162441,32,24,57,28,25,53,14,73,23,68
ENSG00000116514,68,21,47,18,14,47,13,62,21,52
ENSG00000196504,194,164,216,170,168,202,178,200,168,220
ENSG00000138796,367,348,380,357,346,376,370,391,375,417
ENSG00000157765,56,7,35,9,9,57,6,43,11,40
ENSG00000115970,84,53,74,38,32,74,45,81,48,90
ENSG00000173372,15,50,15,57,41,5,40,9,60,16
ENSG00000178828,49,2,38,1,2,39,1,44,2,33
ENSG00000163875,68,43,89,42,31,69,32,74,40,76
ENSG00000135828,49,21,60,8,12,43,11,55,14,51
ENSG00000115364,169,151,216,179,190,188,183,216,172,205
ENSG00000163785,75,43,85,51,54,90,58,85,48,103
ENSG00000204128,1,32,2,51,32,0,34,2,46,0
ENSG00000144591,30,62,38,77,57,37,76,41,89,36
ENSG00000115904,100,70,114,64,69,102,70,98,63,113
ENSG00000143420,190,229,191,199,219,173,211,176,226,179
ENSG00000115761,77,34,77,41,53,95,52,72,55,92
ENSG00000114735,94,61,94,78,52,107,69,98,72,116
ENSG00000123636,217,180,225,206,187,234,186,223,216,239
ENSG00000177383,60,19,39,17,18,61,21,53,12,60
ENSG00000172260,45,5,49,9,2,50,4,35,8,40
ENSG00000115541,115,100,115,91,80,119,76,135,106,135
ENSG00000163435,154,160,165,152,154,166,116,178,188,185
ENSG00000154222,72,46,76,43,36,62,32,86,44,86
ENSG00000090686,108,96,130,92,92,102,74,107,68,131
ENSG00000134077,116,69,115,92,77,102,78,104,75,129
ENSG00000179837,111,83,119,106,74,114,59,108,86,116
ENSG00000138698,58,30,84,39,43,69,25,65,39,78
ENSG00000143367,52,24,57,20,20,53,26,70,16,62
ENSG00000177144,37,3,29,1,1,47,4,48,0,36
ENSG00000117222,76,32,68,36,41,75,42,79,26,66
ENSG00000114127,98,138,87,126,140,96,111,89,114,87
ENSG00000109182,29,4,44,2,0,39,0,41,1,44
ENSG00000176407,92,82,123,75,80,115,81,124,76,115
ENSG00000182923,92,53,90,70,72,90,46,100,52,98
ENSG00000144566,159,122,170,125,122,146,114,161,121,151
ENSG00000163814,42,6,37,0,1,40,6,47,10,47
ENSG00000138030,261,318,276,308,270,261,266,282,299,296
ENSG00000117020,54,11,41,5,10,40,5,42,10,52
ENSG00000198914,37,0,37,1,0,37,0,45,0,37
ENSG00000114648,61,20,65,21,20,59,32,64,24,57
ENSG00000172940,32,0,33,0,0,34,0,41,0,48
ENSG00000115128,78,35,76,39,44,70,42,74,27,76
ENSG00000163364,43,1,36,1,4,28,2,49,2,40
ENSG00000058063,107,73,115,79,65,102,74,110,74,117
ENSG00000213281,50,24,57,20,18,57,16,63,21,61
ENSG00000173163,57,23,66,36,19,59,19,67,34,65
ENSG00000134330,70,46,64,37,40,76,34,90,41,78
ENSG00000187736,41,12,58,26,16,46,20,52,14,68
ENSG00000128708,56,28,61,31,29,67,21,58,33,80
ENSG00000163882,79,56,94,61,63,78,55,112,66,103
ENSG00000143379,98,88,107,74,70,98,54,104,65,114
ENSG00000059691,59,29,57,29,21,54,26,60,30,82
ENSG00000198948,37,8,42,8,10,41,9,56,7,51
ENSG00000163528,58,20,54,22,22,54,16,62,20,61
ENSG00000162543,35,2,44,0,2,38,0,34,0,42
ENSG00000095002,48,10,41,16,13,56,10,55,16,51
ENSG00000114209,68,27,66,27,22,58,29,53,23,68
ENSG00000185219,112,86,103,73,88,107,62,128,89,113
ENSG00000198919,52,10,46,14,12,44,14,54,12,54
ENSG00000155380,84,133,100,103,126,73,116,77,110,96
ENSG00000170522,74,94,82,113,108,67,96,80,108,51
ENSG00000179862,19,41,19,46,52,14,61,29,72,21
ENSG00000133657,114,161,118,144,149,109,136,105,150,116
ENSG00000134853,148,175,141,150,174,146,178,115,166,138
ENSG00000187091,52,16,53,23,19,43,10,54,15,63
ENSG00000160753,69,24,54,33,26,57,28,76,30,65
ENSG00000088280,60,31,68,32,34,54,24,70,30,78
ENSG00000068078,123,123,101,147,166,110,136,121,153,124
ENSG00000188010,50,10,62,25,16,45,13,41,8,52
ENSG00000173011,79,56,91,39,43,83,44,76,65,90
ENSG00000115808,34,6,46,9,10,38,6,57,12,48
ENSG00000075914,48,23,55,18,20,66,15,51,26,63
ENSG00000135636,84,43,88,46,46,85,41,80,50,74
ENSG00000145216,59,33,77,43,40,63,30,82,46,82
ENSG00000116874,38,16,45,15,12,57,10,51,21,61
ENSG00000163249,22,54,14,67,48,12,49,19,47,18
ENSG00000008869,118,76,130,77,74,104,76,100,81,102
ENSG00000175193,66,28,72,26,35,68,30,62,38,73
ENSG00000172456,40,94,38,70,64,36,72,50,75,40
ENSG00000131779,71,32,70,31,44,65,39,65,51,92
ENSG00000124380,65,28,70,38,29,70,22,46,24,63
ENSG00000161204,115,72,87,75,59,99,72,107,73,112
ENSG00000172888,60,30,66,30,28,66,26,72,36,70
ENSG00000179456,77,102,69,122,104,78,117,76,117,88
ENSG00000135999,65,42,88,44,33,74,32,64,40,74
ENSG00000114853,66,24,67,28,31,49,21,71,29,57
ENSG00000138660,74,40,69,34,32,56,32,58,32,84
ENSG00000127418,87,130,82,108,115,79,114,105,137,119
ENSG00000135775,75,45,74,30,46,57,37,69,29,82
ENSG00000187800,63,34,63,18,32,52,14,65,33,62
ENSG00000151414,46,6,54,17,8,51,16,43,15,50
ENSG00000162482,132,111,143,120,108,126,114,141,88,154
ENSG00000182827,122,100,119,108,104,145,86,139,108,141
ENSG00000013297,46,15,50,19,13,48,15,48,13,63
ENSG00000198715,47,12,48,8,8,42,12,46,13,53
ENSG00000049089,27,4,39,4,5,45,0,44,5,42
ENSG00000114331,98,43,94,57,54,83,52,78,63,88
ENSG00000144228,103,57,98,57,69,75,57,82,51,97
ENSG00000196141,201,232,239,220,216,225,216,242,208,268
ENSG00000143546,54,94,48,78,90,48,84,53,90,54
ENSG00000033867,54,24,67,26,22,61,16,55,22,51
ENSG00000114650,162,120,123,132,107,115,102,142,143,149
ENSG00000117475,52,23,52,17,21,42,10,58,19,61
ENSG00000173369,10,44,15,34,43,7,53,19,60,13
ENSG00000171132,60,12,46,13,16,44,16,48,18,55
ENSG00000134371,57,18,46,18,22,46,12,62,28,60
ENSG00000153558,40,6,40,2,1,34,2,38,1,42
ENSG00000163605,51,81,51,85,90,44,69,45,92,54
ENSG00000163660,70,119,96,125,116,80,110,81,114,88
ENSG00000123689,123,95,105,85,94,110,75,124,81,130
ENSG00000116675,44,4,43,3,0,33,1,32,3,38
ENSG00000123607,45,19,73,29,19,50,25,41,22,64
ENSG00000157985,39,9,43,7,12,55,12,38,8,49
ENSG00000131584,78,51,71,38,25,72,48,75,54,83
ENSG00000115386,39,0,30,1,0,37,1,40,1,37
ENSG00000090020,51,8,38,8,6,38,4,44,9,42
ENSG00000206527,228,186,229,201,187,204,193,198,193,239
ENSG00000188452,37,4,56,14,12,37,7,42,11,48
ENSG00000169855,46,4,41,4,4,42,5,30,7,42
ENSG00000164125,39,21,52,21,6,44,19,57,13,57
ENSG00000175110,85,53,94,57,61,95,45,89,61,88
ENSG00000160785,154,160,186,172,141,176,142,183,153,196
ENSG00000170035,80,46,90,48,38,74,42,72,49,80
ENSG00000134250,200,192,217,225,203,203,233,237,243,242
ENSG00000133226,136,112,154,138,105,143,132,162,133,162
ENSG00000214199,36,22,33,13,16,69,18,28,3,47
ENSG00000115568,58,22,60,18,21,42,13,47,14,53
ENSG00000178053,38,1,46,7,3,36,3,34,5,42
ENSG00000143458,56,16,55,20,16,51,14,54,19,47
ENSG00000114796,152,109,126,90,112,111,96,114,102,138
ENSG00000179152,61,92,60,88,94,54,84,40,78,54
ENSG00000188739,70,47,89,43,31,74,41,71,46,72
ENSG00000177628,44,9,47,13,10,50,5,46,15,42
ENSG00000162458,46,17,44,28,21,46,13,69,23,59
ENSG00000157020,143,90,114,92,92,124,86,124,99,115
ENSG00000183833,45,6,47,7,5,40,2,32,4,34
ENSG00000136518,59,38,62,32,27,64,28,65,23,71
ENSG00000209804,48,31,56,32,31,79,25,70,34,60
ENSG00000162897,34,2,42,1,5,35,1,40,2,37
ENSG00000121964,45,10,53,8,11,39,10,41,10,46
ENSG00000180346,25,50,19,59,61,22,51,24,60,17
ENSG00000170088,120,107,150,103,103,118,101,132,121,152
ENSG00000198369,122,95,104,93,69,83,75,113,83,121
ENSG00000176542,157,169,175,161,151,186,134,198,149,163
ENSG00000143437,136,181,150,161,202,147,168,165,170,156
ENSG00000162616,98,74,92,68,65,94,55,100,65,109
ENSG00000134070,9,25,6,41,44,11,48,5,48,10
ENSG00000162980,96,60,85,75,68,108,63,89,77,115
ENSG00000075975,71,49,90,81,80,107,68,102,65,100
ENSG00000114544,43,3,34,6,7,44,12,44,7,43
ENSG00000181381,15,67,24,56,62,24,46,25,45,25
ENSG00000114541,80,52,77,43,48,85,57,89,57,93
ENSG00000157911,100,108,99,102,121,108,125,148,128,148
ENSG00000137628,59,22,64,29,17,47,25,52,15,53
ENSG00000091986,65,38,64,20,28,47,23,65,33,63
ENSG00000189339,49,23,58,16,25,35,15,68,21,43
ENSG00000020129,56,16,51,10,15,31,19,57,19,44
ENSG00000143457,71,76,81,63,63,64,50,74,60,118
ENSG00000154380,76,57,98,57,44,85,62,81,68,100
ENSG00000163743,61,43,64,23,37,56,32,76,47,78
ENSG00000060642,51,74,43,68,80,44,92,38,66,45
ENSG00000118873,144,127,164,122,104,146,122,156,128,148
ENSG00000181227,45,13,51,12,14,37,8,51,10,43
ENSG00000158286,55,24,61,30,25,61,23,66,38,65
ENSG00000090273,97,134,97,116,131,74,111,102,112,127
ENSG00000042445,174,200,196,203,194,162,209,170,212,169
ENSG00000162244,99,63,92,49,61,70,55,93,62,91
ENSG00000114861,176,157,182,126,128,154,140,164,155,154
ENSG00000116406,141,177,130,179,167,140,162,132,158,139
ENSG00000152689,46,6,36,12,11,37,7,52,5,37
ENSG00000160075,112,96,114,94,78,117,72,128,102,120
ENSG00000115520,77,57,85,49,67,75,55,99,44,89
ENSG00000109320,106,73,102,89,67,88,64,78,88,122
ENSG00000073792,41,6,30,5,5,44,2,39,6,40
ENSG00000188004,42,2,36,2,2,33,2,37,2,34
ENSG00000163798,52,28,80,29,30,57,18,46,36,52
ENSG00000114383,97,71,76,82,48,78,53,106,67,90
ENSG00000151576,61,26,49,20,22,52,32,62,23,64
ENSG00000065243,92,59,96,60,62,88,48,90,59,90
ENSG00000185112,50,3,44,15,13,34,8,47,13,42
ENSG00000068781,44,9,45,5,13,25,11,46,7,46
ENSG00000144115,110,158,130,142,148,122,130,148,163,164
ENSG00000198843,80,46,88,60,50,90,50,88,54,80
ENSG00000143889,51,26,58,20,14,56,26,58,28,58
ENSG00000090432,85,67,95,55,53,82,45,82,66,97
ENSG00000152492,120,100,137,114,97,124,90,144,106,132
ENSG00000158714,46,5,34,6,2,32,3,40,5,37
ENSG00000164107,0,23,0,42,35,0,30,1,38,2
ENSG00000136732,66,26,66,32,30,56,28,62,25,59
ENSG00000121089,52,18,46,23,12,45,18,56,12,50
ENSG00000145284,33,0,38,2,1,32,0,33,0,37
ENSG00000171357,36,4,32,4,3,40,5,45,5,36
ENSG00000115966,51,18,53,20,17,54,21,42,26,64
ENSG00000090520,130,156,137,183,143,117,145,148,160,138
ENSG00000138411,42,14,41,11,11,44,7,40,18,57
ENSG00000138442,44,36,68,12,22,57,18,48,27,46
ENSG00000175130,97,77,82,74,65,101,61,110,78,111
ENSG00000196159,59,23,56,30,21,61,19,48,20,54
ENSG00000152284,54,23,51,33,23,35,15,61,22,64
ENSG00000116906,133,100,128,120,96,141,112,155,117,123
ENSG00000065485,42,73,26,66,72,40,60,41,78,42
ENSG00000182247,67,44,73,42,45,63,42,91,40,74
ENSG00000157933,63,35,59,30,29,65,27,72,41,66
ENSG00000129128,43,27,63,34,24,67,29,67,33,62
ENSG00000180376,72,40,46,45,51,68,22,74,39,73
ENSG00000168028,99,76,110,82,96,88,71,124,85,118
ENSG00000174720,220,216,226,186,218,242,194,229,202,234
ENSG00000203747,2,41,6,42,46,5,26,5,31,8
ENSG00000125386,75,54,92,70,61,70,60,91,57,108
ENSG00000158773,44,109,71,90,86,60,71,83,87,79
ENSG00000154767,106,91,93,100,82,116,85,116,86,138
ENSG00000007402,34,7,38,4,2,29,3,34,7,49
ENSG00000174175,35,2,26,2,5,32,6,48,3,37
ENSG00000154917,42,5,38,5,9,35,3,47,8,30
ENSG00000178163,66,18,48,27,16,45,24,45,12,46
ENSG00000116752,63,45,81,23,39,69,46,71,66,63
ENSG00000164342,24,8,44,9,9,47,6,38,11,46
ENSG00000078177,15,50,13,50,44,14,40,11,48,14
ENSG00000198925,100,87,92,120,95,93,83,132,116,127
ENSG00000136636,57,26,57,23,29,45,28,65,28,67
ENSG00000115339,53,13,26,10,7,44,16,53,23,39
ENSG00000163131,25,55,20,61,61,25,45,22,59,29
ENSG00000117151,84,42,83,38,52,73,44,78,55,68
ENSG00000065911,32,13,37,8,10,46,14,55,8,39
ENSG00000116918,70,42,78,39,34,68,36,66,39,71
ENSG00000163939,134,169,148,175,165,139,158,155,194,159
ENSG00000168884,65,35,72,35,33,76,39,66,36,60
ENSG00000163516,106,87,102,81,77,120,69,107,78,112
ENSG00000163159,62,28,62,22,22,57,25,59,32,50
ENSG00000163512,84,40,80,53,48,74,48,77,52,86
ENSG00000013441,171,143,168,159,136,145,147,192,149,174
ENSG00000181873,77,54,90,41,54,83,48,86,63,78
ENSG00000168273,28,6,41,5,5,29,7,45,10,46
ENSG00000169991,83,39,72,39,42,66,37,66,66,76
ENSG00000114737,86,59,90,65,54,73,44,68,64,101
ENSG00000115392,37,78,38,74,69,40,50,36,50,30
ENSG00000162511,22,52,33,64,54,24,59,26,59,23
ENSG00000174799,47,15,46,5,9,31,8,35,9,44
ENSG00000152382,40,67,34,64,68,29,56,25,61,30
ENSG00000113851,77,56,77,57,57,86,58,102,68,98
ENSG00000163995,41,3,32,3,0,30,2,36,1,32
ENSG00000134748,75,59,77,44,51,76,39,93,57,77
ENSG00000080345,94,72,93,60,57,101,56,80,63,92
ENSG00000121940,97,51,71,48,55,78,55,80,53,87
ENSG00000144711,98,87,123,99,99,108,88,138,114,129
ENSG00000116574,74,86,65,96,112,53,96,75,90,73
ENSG00000115525,22,48,26,56,55,13,55,20,47,21
ENSG00000091972,36,2,32,2,4,30,6,30,2,46
ENSG00000085982,143,116,131,113,85,108,100,135,121,125
ENSG00000061938,64,75,35,68,82,43,61,60,94,68
ENSG00000064989,52,23,50,14,20,58,16,46,22,48
ENSG00000135778,48,15,49,14,20,50,18,46,15,51
ENSG00000156136,45,14,40,6,11,40,12,50,9,35
ENSG00000188313,68,50,96,56,50,68,52,81,54,90
ENSG00000132718,39,21,45,6,12,34,17,47,15,56
ENSG00000143748,55,26,66,31,29,54,22,54,21,57
ENSG00000160679,69,58,73,45,60,65,52,102,47,80
ENSG00000114353,285,256,256,262,246,278,245,272,264,298
ENSG00000162813,35,12,40,7,15,36,11,58,19,43
ENSG00000160783,46,24,62,25,35,50,24,70,29,56
ENSG00000007908,19,50,20,56,60,19,56,30,50,29
ENSG00000163281,42,6,31,12,5,43,4,38,8,38
ENSG00000162702,32,68,39,58,78,32,59,47,75,44
ENSG00000028137,21,47,16,50,45,25,46,25,68,22
ENSG00000055332,52,21,54,26,21,65,21,49,26,49
ENSG00000134744,68,34,71,32,48,50,28,56,35,72
ENSG00000138686,37,6,38,7,3,32,4,33,4,42
ENSG00000037637,56,30,45,30,18,48,18,56,23,63
ENSG00000204822,104,71,108,71,66,85,82,104,62,90
ENSG00000172071,73,106,49,81,86,53,75,65,86,67
ENSG00000054282,72,36,67,38,43,59,35,56,28,74
ENSG00000157796,78,41,74,56,38,71,42,79,63,80
ENSG00000178988,183,160,170,186,147,139,149,146,174,174
ENSG00000114107,90,49,90,56,57,67,48,78,61,88
ENSG00000175182,49,10,40,9,16,48,13,46,18,37
ENSG00000162738,31,5,35,4,5,33,6,41,9,44
ENSG00000181004,34,2,40,6,0,31,2,36,3,28
ENSG00000173889,51,11,45,24,19,49,19,46,14,51
ENSG00000132467,90,64,96,77,61,89,95,111,85,109
ENSG00000162409,27,1,36,0,0,30,1,22,1,40
ENSG00000116350,195,220,221,229,208,237,202,249,235,218
ENSG00000198380,94,88,117,67,79,99,71,109,90,109
ENSG00000132763,22,60,27,70,46,25,47,26,46,27
ENSG00000162704,166,152,185,153,163,191,172,202,188,174
ENSG00000145335,20,2,39,1,4,29,3,35,6,41
ENSG00000068745,72,38,70,49,48,73,28,60,39,71
ENSG00000162961,54,25,56,25,24,36,27,56,21,63
ENSG00000164323,39,12,56,20,16,57,21,40,30,48
ENSG00000143774,154,147,136,153,145,129,143,153,189,164
ENSG00000087266,89,64,84,67,43,73,48,87,58,84
ENSG00000116030,73,52,82,44,40,69,59,62,58,93
ENSG00000119231,37,8,40,11,8,45,8,30,6,41
ENSG00000138744,50,25,55,17,27,25,18,49,20,58
ENSG00000163032,3,32,5,22,40,1,30,2,39,3
ENSG00000076242,88,54,72,57,48,76,48,84,46,81
ENSG00000049246,94,100,126,111,93,85,86,131,99,119
ENSG00000163659,44,25,67,32,30,48,18,53,26,59
ENSG00000163703,105,86,98,74,70,104,62,98,88,110
ENSG00000134644,233,217,251,234,216,223,246,266,230,250
ENSG00000144306,49,18,57,21,30,52,29,47,26,64
ENSG00000163214,66,29,47,36,28,52,22,64,25,53
ENSG00000134684,121,146,125,134,127,102,120,140,162,133
ENSG00000180353,28,40,24,56,54,31,46,28,76,36
ENSG00000142327,89,52,85,68,61,68,84,96,74,104
ENSG00000114923,34,1,25,0,1,26,1,30,1,39
ENSG00000182568,88,51,88,60,48,74,38,62,67,66
ENSG00000138814,121,160,143,163,148,121,130,118,149,138
ENSG00000169435,40,2,35,8,4,38,5,26,4,34
ENSG00000143553,63,54,73,41,40,65,22,70,41,58
ENSG00000188976,73,34,77,56,45,68,55,70,42,82
ENSG00000196182,139,156,146,142,141,174,145,172,134,178
ENSG00000119777,165,181,178,178,173,149,148,169,204,166
ENSG00000109790,87,75,108,94,73,87,70,108,73,112
ENSG00000013288,155,144,167,128,147,157,160,159,174,186
ENSG00000180251,40,1,28,1,2,27,1,29,0,30
ENSG00000118260,43,18,44,10,11,43,11,37,23,51
ENSG00000177432,41,6,31,11,10,39,10,46,9,37
ENSG00000155363,88,83,104,77,86,100,94,132,107,109
ENSG00000178074,67,38,78,51,37,47,40,78,46,66
ENSG00000138031,43,26,56,24,21,43,24,58,26,62
ENSG00000163166,144,143,167,128,129,153,121,168,136,135
ENSG00000162493,20,5,26,4,4,39,6,37,2,40
ENSG00000042781,0,34,1,32,32,2,21,0,34,2
ENSG00000197429,56,25,50,18,22,52,16,46,25,50
ENSG00000138378,6,35,6,32,40,2,36,5,32,6
ENSG00000121879,44,8,43,16,19,44,14,39,14,49
ENSG00000065600,26,10,45,6,11,34,8,44,8,37
ENSG00000138642,44,10,44,17,12,37,13,49,16,42
ENSG00000115355,136,102,156,124,122,142,130,130,111,144
ENSG00000163113,101,114,98,133,140,93,121,132,124,122
ENSG00000119203,77,24,56,30,29,51,35,51,37,46
ENSG00000163655,40,17,56,17,19,44,22,37,17,55
ENSG00000164022,119,99,135,117,88,116,89,125,119,125
ENSG00000155816,31,0,28,0,0,31,0,32,0,28
ENSG00000138081,83,76,118,83,70,97,76,95,74,107
ENSG00000117360,117,90,128,115,87,112,80,112,101,119
ENSG00000155761,31,0,25,2,2,37,0,29,0,29
ENSG00000116809,35,15,45,15,12,28,12,52,10,41
ENSG00000134253,42,7,39,9,6,30,7,28,4,38
ENSG00000164134,108,128,122,114,139,115,106,96,136,144
ENSG00000170340,79,52,82,51,55,73,46,63,48,89
ENSG00000152022,93,59,88,81,64,83,62,94,82,108
ENSG00000084092,47,15,45,22,16,42,16,49,20,52
ENSG00000119772,60,32,54,30,21,54,25,56,23,52
ENSG00000135847,44,8,31,12,16,40,16,50,18,45
ENSG00000078140,141,106,121,114,124,154,104,116,114,131
